epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
345,623.888,0.87296,7.32581,1.0556,0.82959,1.36388,1,1,0.995,0.80798,0.6,0.6,0.52646,0.15137,0.95836,7.73872,0.37941,0.48373,1.00463,0.00154592,0.00154592,0.00154592
346,625.515,1.22844,6.85211,1.50981,0.95689,1.49026,1,1,0.995,0.78533,0.6,0.6,0.52848,0.15521,0.97512,7.7059,0.3729,0.5213,1.01408,0.0015446,0.0015446,0.0015446
347,627.549,1.13909,6.81135,1.16126,0.87927,1.43361,1,1,0.995,0.80521,0.65,0.65,0.557,0.15985,0.97304,7.48934,0.37263,0.52371,1.02006,0.00154328,0.00154328,0.00154328
348,629.107,0.92045,8.16451,1.26355,0.77262,1.3077,1,1,0.995,0.81403,0.6,0.6,0.49542,0.14679,0.95095,7.51754,0.35643,0.57573,1.03215,0.00154196,0.00154196,0.00154196
349,630.812,0.98684,8.14047,1.46202,0.77568,1.28518,1,1,0.995,0.81403,0.6,0.6,0.49542,0.14679,0.95095,7.51754,0.35643,0.57573,1.03215,0.00154064,0.00154064,0.00154064
350,633.027,0.92115,7.036,1.50739,0.75939,1.39258,1,1,0.995,0.78436,0.65,0.65,0.55283,0.15804,1.15341,7.45757,0.34717,0.73684,1.16049,0.00153932,0.00153932,0.00153932
351,634.793,1.25428,7.66959,1.43316,0.94404,1.45267,1,1,0.995,0.75546,0.65,0.65,0.55283,0.17082,1.55205,7.50558,0.34055,1.01104,1.46875,0.001538,0.001538,0.001538
352,636.622,1.02343,7.56846,1.27185,0.76835,1.35045,0.96782,0.95,0.9735,0.73864,0.6,0.6,0.59658,0.15779,1.798,7.34876,0.36533,1.10467,1.72712,0.00153668,0.00153668,0.00153668
353,638.408,1.10755,8.85744,1.25823,0.78286,1.44308,0.96782,0.95,0.9735,0.73864,0.6,0.6,0.59658,0.15779,1.798,7.34876,0.36533,1.10467,1.72712,0.00153536,0.00153536,0.00153536
354,640.27,0.89085,7.51858,1.28993,0.74525,1.27472,0.96973,0.95,0.9735,0.73381,0.6,0.6,0.618,0.17393,1.89585,7.15334,0.40757,0.99919,1.84063,0.00153404,0.00153404,0.00153404
355,641.979,1.04944,8.4654,1.49417,0.85319,1.42111,0.96571,0.95,0.9735,0.73526,0.6,0.6,0.6338,0.17101,1.92325,7.12325,0.45183,0.8534,1.84668,0.00153272,0.00153272,0.00153272
356,643.508,1.05712,7.87056,1.18536,0.81846,1.38106,0.96523,0.95,0.9735,0.74316,0.6,0.6,0.67084,0.14293,1.83916,7.17271,0.50071,0.82302,1.74612,0.0015314,0.0015314,0.0015314
357,645.05,1.14644,7.25928,1.36917,1.02982,1.4285,0.96523,0.95,0.9735,0.74316,0.6,0.6,0.67084,0.14293,1.83916,7.17271,0.50071,0.82302,1.74612,0.00153008,0.00153008,0.00153008
358,647.038,1.09357,7.98137,1.3756,0.85191,1.43801,1,1,0.995,0.76472,0.65,0.65,0.71995,0.14655,1.61397,7.10901,0.53664,0.81065,1.52275,0.00152876,0.00152876,0.00152876
359,649.131,1.10425,7.85866,1.48247,0.92553,1.38101,1,1,0.995,0.76674,0.6,0.6,0.5755,0.13953,1.35404,6.98361,0.54065,0.75146,1.31641,0.00152744,0.00152744,0.00152744
360,650.949,1.02298,8.66322,1.39543,0.87986,1.48766,0.96743,0.95,0.9735,0.754,0.6,0.6,0.57417,0.13217,1.3256,6.9756,0.52601,0.78542,1.30614,0.00152612,0.00152612,0.00152612
361,652.846,0.85642,7.42926,1.32123,0.7103,1.32816,0.96743,0.95,0.9735,0.754,0.6,0.6,0.57417,0.13217,1.3256,6.9756,0.52601,0.78542,1.30614,0.0015248,0.0015248,0.0015248
362,654.255,1.26964,8.40256,1.28597,0.94989,1.44575,0.96343,0.95,0.9735,0.73763,0.6,0.6,0.55405,0.14934,1.40092,6.96587,0.48975,0.82743,1.35893,0.00152348,0.00152348,0.00152348
363,656.19,1.00653,7.88291,1.58478,0.82603,1.34005,0.95182,0.95,0.9735,0.73455,0.6,0.6,0.49967,0.15006,1.57459,7.0248,0.42566,0.8694,1.48136,0.00152216,0.00152216,0.00152216
364,657.842,1.17488,7.4774,1.2958,0.92609,1.39843,0.95125,0.95,0.9735,0.72825,0.55,0.55,0.449,0.14624,1.69196,7.09976,0.39896,0.77007,1.5583,0.00152084,0.00152084,0.00152084
365,659.294,1.08948,8.17326,1.23108,0.81901,1.3698,0.95125,0.95,0.9735,0.72825,0.55,0.55,0.449,0.14624,1.69196,7.09976,0.39896,0.77007,1.5583,0.00151952,0.00151952,0.00151952
366,660.931,1.10713,5.99898,1.37494,0.96203,1.4439,0.96722,0.95,0.9735,0.73216,0.65,0.65,0.5395,0.1446,1.83341,7.05402,0.38908,0.75807,1.66596,0.0015182,0.0015182,0.0015182
367,662.934,1.08866,7.63314,1.39195,0.94153,1.35864,0.97941,0.95,0.9735,0.72792,0.65,0.65,0.552,0.14755,1.93355,7.05522,0.38123,0.81217,1.75646,0.00151688,0.00151688,0.00151688
368,664.945,0.87147,7.05511,1.23706,0.72866,1.35685,0.98199,0.95,0.9735,0.71488,0.65,0.65,0.56117,0.13294,1.96003,7.00418,0.38648,0.80748,1.76443,0.00151556,0.00151556,0.00151556
369,666.729,0.99154,9.0584,1.61519,0.74093,1.29662,0.98199,0.95,0.9735,0.71488,0.65,0.65,0.56117,0.13294,1.96003,7.00418,0.38648,0.80748,1.76443,0.00151424,0.00151424,0.00151424
370,668.547,0.87948,8.28356,1.47582,0.72143,1.26174,0.98208,0.95,0.9735,0.70589,0.65,0.65,0.56117,0.14028,1.91192,6.85506,0.39872,0.84251,1.71672,0.00151292,0.00151292,0.00151292
371,670.54,1.16618,6.9893,1.49418,1.00225,1.47564,0.98723,0.95,0.9735,0.70845,0.65,0.65,0.55617,0.14052,1.8249,6.73088,0.41974,0.84238,1.64236,0.0015116,0.0015116,0.0015116
372,672.536,1.18635,7.29839,1.39899,0.88202,1.41612,0.98566,0.95,0.9735,0.71309,0.65,0.65,0.56283,0.15261,1.7181,6.67556,0.45868,0.85329,1.57164,0.00151028,0.00151028,0.00151028
373,674.108,0.76644,8.94796,1.37158,0.82225,1.26943,0.98566,0.95,0.9735,0.71309,0.65,0.65,0.56283,0.15261,1.7181,6.67556,0.45868,0.85329,1.57164,0.00150896,0.00150896,0.00150896
374,675.764,1.00037,7.85006,1.47424,0.81162,1.30658,0.98147,0.95,0.9735,0.71355,0.65,0.65,0.577,0.16047,1.67351,6.74365,0.45437,0.84438,1.55386,0.00150764,0.00150764,0.00150764
375,677.687,0.93873,6.82929,1.45805,0.67043,1.30754,0.98053,0.95,0.9735,0.72508,0.6,0.6,0.54133,0.15376,1.538,6.94627,0.47037,0.8805,1.46805,0.00150632,0.00150632,0.00150632
376,679.245,1.01909,7.68989,1.41367,0.8557,1.32872,1,1,0.995,0.76201,0.51473,0.5,0.4645,0.12851,1.42001,7.06985,0.4775,0.85258,1.37821,0.001505,0.001505,0.001505
377,681.105,1.40029,7.39862,1.49636,1.05859,1.56541,1,1,0.995,0.76201,0.51473,0.5,0.4645,0.12851,1.42001,7.06985,0.4775,0.85258,1.37821,0.00150368,0.00150368,0.00150368
378,682.496,0.86054,8.78214,1.7963,0.88012,1.23962,1,1,0.995,0.76135,0.46573,0.45,0.38433,0.09611,1.30703,7.05694,0.51981,0.79864,1.28163,0.00150236,0.00150236,0.00150236
379,684.146,1.018,8.25885,1.34123,0.75573,1.28446,1,1,0.995,0.76594,0.46587,0.45,0.3485,0.09933,1.24945,7.05367,0.53698,0.76869,1.23066,0.00150104,0.00150104,0.00150104
380,686.123,1.09679,7.3188,1.53666,0.87391,1.42037,1,1,0.995,0.7582,0.36288,0.35,0.25467,0.07881,1.32438,7.08865,0.54802,0.74653,1.26478,0.00149972,0.00149972,0.00149972
381,688.047,1.19143,7.39537,1.34498,1.05427,1.48712,1,1,0.995,0.7582,0.36288,0.35,0.25467,0.07881,1.32438,7.08865,0.54802,0.74653,1.26478,0.0014984,0.0014984,0.0014984
382,689.669,0.96934,7.4109,1.48328,0.7552,1.29804,1,1,0.995,0.72648,0.4,0.4,0.28,0.05937,1.49873,7.09139,0.56837,0.68086,1.3807,0.00149708,0.00149708,0.00149708
383,691.489,0.98761,7.68496,1.40189,0.72223,1.25991,1,1,0.995,0.72637,0.4,0.4,0.28,0.06369,1.47896,7.03082,0.58091,0.62824,1.3837,0.00149576,0.00149576,0.00149576
384,693.372,1.06284,8.02478,1.44664,0.94459,1.35125,1,1,0.995,0.74886,0.35,0.35,0.23625,0.05467,1.45045,6.93293,0.59335,0.58724,1.37141,0.00149444,0.00149444,0.00149444
385,694.908,1.37079,9.06555,1.83317,1.16941,1.43755,1,1,0.995,0.74886,0.35,0.35,0.23625,0.05467,1.45045,6.93293,0.59335,0.58724,1.37141,0.00149312,0.00149312,0.00149312
386,696.574,0.88686,6.95262,1.35092,0.78814,1.28325,1,1,0.995,0.75782,0.3,0.3,0.195,0.04568,1.45497,7.11513,0.58269,0.61844,1.38196,0.0014918,0.0014918,0.0014918
387,698.205,1.00691,8.87234,1.29497,0.74399,1.30889,1,1,0.995,0.74606,0.25,0.25,0.15625,0.03551,1.50817,7.19776,0.57663,0.65189,1.4295,0.00149048,0.00149048,0.00149048
388,700.091,1.14351,7.07908,1.33514,0.84169,1.40892,1,1,0.995,0.75024,0.2,0.2,0.12,0.02925,1.57668,7.42758,0.58015,0.64735,1.47689,0.00148916,0.00148916,0.00148916
389,701.899,1.20617,8.12916,1.64884,1.01018,1.51484,1,1,0.995,0.75024,0.2,0.2,0.12,0.02925,1.57668,7.42758,0.58015,0.64735,1.47689,0.00148784,0.00148784,0.00148784
390,703.463,1.14194,6.04024,1.52948,0.92617,1.41284,1,1,0.995,0.74812,0.15,0.15,0.08625,0.02539,1.75362,7.6079,0.58105,0.67415,1.63522,0.00148652,0.00148652,0.00148652
391,704.987,1.07354,7.75246,1.38196,0.88931,1.33171,1,1,0.995,0.73015,0.2,0.2,0.12,0.02865,1.85038,7.8328,0.58944,0.77186,1.73331,0.0014852,0.0014852,0.0014852
392,706.76,0.90649,8.34289,1.51487,0.82234,1.27423,1,1,0.995,0.7097,0.2,0.2,0.12,0.02904,2.01924,7.6547,0.591,0.80883,1.94698,0.00148388,0.00148388,0.00148388
393,708.521,1.08654,8.42176,1.50138,0.81026,1.3706,1,1,0.995,0.7097,0.2,0.2,0.12,0.02904,2.01924,7.6547,0.591,0.80883,1.94698,0.00148256,0.00148256,0.00148256
394,710.521,1.16287,6.76904,1.47483,0.9414,1.38319,1,1,0.995,0.70602,0.55,0.55,0.42625,0.08375,2.01921,7.0651,0.54736,0.82399,1.96671,0.00148124,0.00148124,0.00148124
395,712.451,1.05462,7.00144,1.49951,0.87263,1.35186,1,1,0.995,0.70142,0.6,0.6,0.48,0.10443,1.94824,7.05948,0.49705,0.87746,1.89579,0.00147992,0.00147992,0.00147992
396,714.157,0.96017,7.87349,1.11015,0.87834,1.28893,1,1,0.995,0.70739,0.4673,0.45,0.3485,0.08022,1.76987,7.749,0.43926,0.82754,1.69285,0.0014786,0.0014786,0.0014786
397,715.984,0.94091,7.37258,1.30822,0.72997,1.33503,1,1,0.995,0.70739,0.4673,0.45,0.3485,0.08022,1.76987,7.749,0.43926,0.82754,1.69285,0.00147728,0.00147728,0.00147728
398,717.605,0.94952,9.41344,1.74992,0.77385,1.32969,1,1,0.995,0.72105,0.25909,0.25,0.16016,0.03643,1.56826,8.58435,0.39267,0.73064,1.50641,0.00147596,0.00147596,0.00147596
399,719.937,0.99597,7.1045,1.19391,0.84863,1.35004,1,1,0.995,0.72583,0.10703,0.1,0.06359,0.01626,1.42799,9.10826,0.36057,0.63452,1.38967,0.00147464,0.00147464,0.00147464
400,721.681,1.15942,8.25279,1.55803,0.90356,1.37082,1,1,0.995,0.73739,0.16097,0.15,0.108,0.02111,1.31527,9.1985,0.34712,0.60065,1.30428,0.00147332,0.00147332,0.00147332
401,723.411,0.97614,7.99849,1.48393,0.80347,1.29764,1,1,0.995,0.73739,0.16097,0.15,0.108,0.02111,1.31527,9.1985,0.34712,0.60065,1.30428,0.001472,0.001472,0.001472
402,724.948,1.24834,9.40296,1.57708,1.01331,1.45263,1,1,0.995,0.73778,0.20783,0.2,0.13711,0.03246,1.28323,8.89169,0.35824,0.60576,1.28338,0.00147068,0.00147068,0.00147068
403,726.779,0.92117,8.22105,1.50637,0.81722,1.26703,1,1,0.995,0.74771,0.3656,0.35,0.26252,0.04457,1.27732,8.41459,0.35974,0.59509,1.28702,0.00146936,0.00146936,0.00146936
404,728.403,1.22791,8.01921,1.30693,1.0378,1.42663,1,1,0.995,0.74709,0.45,0.45,0.331,0.06508,1.29918,7.93683,0.37139,0.61925,1.3034,0.00146804,0.00146804,0.00146804
405,730.157,1.1573,8.04374,1.49756,0.93219,1.42683,1,1,0.995,0.74709,0.45,0.45,0.331,0.06508,1.29918,7.93683,0.37139,0.61925,1.3034,0.00146672,0.00146672,0.00146672
406,731.605,0.77245,8.4749,1.27252,0.62673,1.24152,1,1,0.995,0.72916,0.5,0.5,0.375,0.07075,1.40336,7.64994,0.37292,0.67419,1.37475,0.0014654,0.0014654,0.0014654
407,733.286,1.10942,7.78467,1.50416,0.96955,1.45755,1,1,0.995,0.7316,0.55,0.55,0.429,0.0892,1.64413,7.49993,0.36879,0.77391,1.55282,0.00146408,0.00146408,0.00146408
408,735.123,0.89022,7.14734,1.28849,0.83233,1.29009,1,1,0.995,0.71779,0.65,0.65,0.53783,0.10787,1.80368,7.17658,0.3795,0.80707,1.66687,0.00146276,0.00146276,0.00146276
409,736.812,0.73193,8.78344,1.4507,0.6945,1.26311,1,1,0.995,0.71779,0.65,0.65,0.53783,0.10787,1.80368,7.17658,0.3795,0.80707,1.66687,0.00146144,0.00146144,0.00146144
410,738.592,1.17886,9.45359,1.48927,0.92102,1.39275,1,1,0.995,0.70981,0.65,0.65,0.53783,0.11306,1.93209,6.86917,0.37647,0.86663,1.77732,0.00146012,0.00146012,0.00146012
411,740.361,0.93253,6.56812,1.43723,0.70097,1.34843,0.98597,0.95,0.9735,0.70257,0.7,0.7,0.595,0.12297,2.12745,6.84278,0.35316,0.94814,1.98531,0.0014588,0.0014588,0.0014588
412,742.299,1.02396,7.96425,1.28557,0.79916,1.44295,1,1,0.995,0.70848,0.67234,0.65,0.55832,0.14625,2.08826,6.6998,0.35096,0.87637,1.91745,0.00145748,0.00145748,0.00145748
413,743.895,0.99458,7.19717,1.40353,0.88819,1.32879,1,1,0.995,0.70848,0.67234,0.65,0.55832,0.14625,2.08826,6.6998,0.35096,0.87637,1.91745,0.00145616,0.00145616,0.00145616
414,745.652,1.1928,7.32127,1.53297,0.83729,1.42303,1,1,0.995,0.72906,0.7,0.7,0.64294,0.18,2.0405,6.71008,0.33864,0.82164,1.85712,0.00145484,0.00145484,0.00145484
415,747.375,1.11992,7.84905,1.44766,0.762,1.40191,1,1,0.995,0.74129,0.67298,0.65,0.61171,0.17076,1.90568,6.73913,0.33026,0.78637,1.72125,0.00145352,0.00145352,0.00145352
416,749.388,1.09191,6.74266,1.39824,0.91102,1.4026,1,1,0.995,0.74784,0.56933,0.55,0.52411,0.14093,1.78535,6.89,0.32295,0.72838,1.60598,0.0014522,0.0014522,0.0014522
417,751.141,1.03516,6.83162,1.50566,0.85304,1.34832,1,1,0.995,0.74784,0.56933,0.55,0.52411,0.14093,1.78535,6.89,0.32295,0.72838,1.60598,0.00145088,0.00145088,0.00145088
418,752.626,0.83076,8.85957,1.21847,0.7317,1.2574,1,1,0.995,0.73873,0.51761,0.5,0.48276,0.1299,1.7714,7.01982,0.32854,0.71648,1.60413,0.00144956,0.00144956,0.00144956
419,754.289,0.99935,7.01257,1.35574,0.94293,1.37426,1,1,0.995,0.74055,0.51809,0.5,0.45504,0.11876,1.75693,7.13826,0.32739,0.74705,1.59923,0.00144824,0.00144824,0.00144824
420,756.187,1.11267,7.30444,1.32598,0.85239,1.43986,1,1,0.995,0.76253,0.57077,0.55,0.48999,0.13272,1.70645,7.176,0.33327,0.77923,1.56157,0.00144692,0.00144692,0.00144692
421,758.27,0.93156,5.794,1.14315,0.80203,1.34373,1,1,0.995,0.76253,0.57077,0.55,0.48999,0.13272,1.70645,7.176,0.33327,0.77923,1.56157,0.0014456,0.0014456,0.0014456
422,759.855,0.99255,6.36929,1.39309,0.77002,1.36153,1,1,0.995,0.76607,0.5,0.5,0.47571,0.13485,1.74252,7.15219,0.33707,0.82275,1.59217,0.00144428,0.00144428,0.00144428
423,761.377,1.03957,7.05578,1.25301,0.83045,1.29008,1,1,0.995,0.76739,0.71267,0.55,0.66001,0.16589,1.7396,6.9796,0.36583,0.77729,1.61217,0.00144296,0.00144296,0.00144296
424,762.74,1.01696,8.0533,1.41253,0.95238,1.31286,1,1,0.995,0.76352,0.67687,0.5,0.55221,0.14859,1.73663,6.9681,0.38129,0.73934,1.63441,0.00144164,0.00144164,0.00144164
425,764.619,1.18678,6.59275,1.24672,0.87296,1.48855,1,1,0.995,0.76352,0.67687,0.5,0.55221,0.14859,1.73663,6.9681,0.38129,0.73934,1.63441,0.00144032,0.00144032,0.00144032
426,766.861,1.12027,6.95627,1.46124,0.93307,1.48329,1,1,0.995,0.76892,0.68952,0.5,0.56473,0.15665,1.66218,6.79001,0.3973,0.69024,1.57424,0.001439,0.001439,0.001439
427,768.445,1.13597,7.55557,1.29164,0.88131,1.31586,1,1,0.995,0.78092,0.67867,0.5,0.56592,0.15095,1.52703,6.75027,0.40268,0.67791,1.44846,0.00143768,0.00143768,0.00143768
428,770.301,0.70913,8.10523,1.46073,0.61779,1.21083,1,1,0.995,0.77944,0.52611,0.5,0.5062,0.13733,1.40574,6.88344,0.42473,0.67124,1.34303,0.00143636,0.00143636,0.00143636
429,771.74,1.20325,8.85279,1.47823,0.94476,1.37598,1,1,0.995,0.77944,0.52611,0.5,0.5062,0.13733,1.40574,6.88344,0.42473,0.67124,1.34303,0.00143504,0.00143504,0.00143504
430,773.411,1.20932,7.98954,1.37554,1.07088,1.43045,1,1,0.995,0.77976,0.45,0.45,0.40463,0.09994,1.34498,7.31617,0.44268,0.71324,1.29652,0.00143372,0.00143372,0.00143372
431,775.325,1.0073,7.56531,1.32617,0.78323,1.32424,1,1,0.995,0.7895,0.35,0.35,0.29829,0.06916,1.29544,7.4323,0.44628,0.73225,1.25612,0.0014324,0.0014324,0.0014324
432,777.215,1.0568,7.63984,1.64676,0.83327,1.34303,1,1,0.995,0.78131,0.35,0.35,0.25235,0.07207,1.25007,7.66185,0.44789,0.7178,1.21872,0.00143108,0.00143108,0.00143108
433,778.803,0.64272,7.946,1.3364,0.63654,1.14852,1,1,0.995,0.78131,0.35,0.35,0.25235,0.07207,1.25007,7.66185,0.44789,0.7178,1.21872,0.00142976,0.00142976,0.00142976
434,780.483,1.0856,8.00463,1.44278,0.84928,1.35804,1,1,0.995,0.76343,0.3,0.3,0.25126,0.08454,1.20852,7.96966,0.44613,0.78128,1.19716,0.00142844,0.00142844,0.00142844
435,781.925,1.0563,8.5624,1.54717,0.83621,1.36054,1,1,0.995,0.77122,0.35713,0.35,0.25773,0.08013,1.2473,7.44226,0.40719,0.79288,1.20204,0.00142712,0.00142712,0.00142712
436,783.777,1.18975,6.98598,1.37703,0.93005,1.46614,0.95,0.95,0.971,0.77181,0.45,0.45,0.43491,0.12062,1.3147,7.03507,0.38002,0.80389,1.23379,0.0014258,0.0014258,0.0014258
437,785.427,0.92445,7.28365,1.4699,0.79192,1.30681,0.95,0.95,0.971,0.77181,0.45,0.45,0.43491,0.12062,1.3147,7.03507,0.38002,0.80389,1.23379,0.00142448,0.00142448,0.00142448
438,787.188,0.9631,8.40748,1.49382,0.76805,1.34155,0.95,0.95,0.971,0.75748,0.51792,0.5,0.49401,0.12878,1.34005,6.84175,0.36353,0.80454,1.26043,0.00142316,0.00142316,0.00142316
439,788.761,1.24266,7.20062,1.28188,0.9167,1.37368,1,1,0.995,0.77017,0.55,0.55,0.54772,0.13626,1.33226,7.07339,0.38607,0.72432,1.26497,0.00142184,0.00142184,0.00142184
440,790.381,0.9608,7.16471,1.20197,0.69906,1.36293,1,1,0.995,0.77071,0.57439,0.5,0.53942,0.14916,1.37903,7.14699,0.39666,0.69804,1.31061,0.00142052,0.00142052,0.00142052
441,792.203,0.98741,6.19009,1.53136,0.78393,1.36432,1,1,0.995,0.77071,0.57439,0.5,0.53942,0.14916,1.37903,7.14699,0.39666,0.69804,1.31061,0.0014192,0.0014192,0.0014192
442,793.684,1.28871,7.07576,1.35693,0.92671,1.43843,1,1,0.995,0.77433,0.55,0.55,0.56721,0.15304,1.38577,7.44022,0.41368,0.68496,1.32356,0.00141788,0.00141788,0.00141788
443,795.387,1.18147,7.31382,1.30561,1.01645,1.37984,1,1,0.995,0.76311,0.53588,0.4,0.49683,0.12347,1.46505,7.81824,0.42281,0.74559,1.38146,0.00141656,0.00141656,0.00141656
444,797.382,0.94167,7.71102,1.46543,0.76841,1.2879,1,1,0.995,0.75775,0.35,0.35,0.35883,0.08608,1.55359,8.25007,0.41977,0.81192,1.45475,0.00141524,0.00141524,0.00141524
445,799.087,1.0271,6.99055,1.40477,0.76339,1.32056,1,1,0.995,0.75775,0.35,0.35,0.35883,0.08608,1.55359,8.25007,0.41977,0.81192,1.45475,0.00141392,0.00141392,0.00141392
446,800.73,1.19297,5.55563,1.27093,1.05204,1.40784,1,1,0.995,0.74589,0.3,0.3,0.31858,0.07946,1.65907,8.9484,0.45171,0.84741,1.55332,0.0014126,0.0014126,0.0014126
447,802.488,1.10671,7.27672,1.53905,0.80743,1.35593,1,1,0.995,0.75792,0.37002,0.3,0.32262,0.08098,1.70818,9.24185,0.47352,0.86257,1.59969,0.00141128,0.00141128,0.00141128
448,804.305,0.90231,7.5524,1.36406,0.72008,1.31028,1,1,0.995,0.75038,0.37631,0.3,0.329,0.09693,1.75769,9.19207,0.49652,0.90048,1.6172,0.00140996,0.00140996,0.00140996
449,806.023,1.13491,7.26255,1.01095,0.769,1.35855,1,1,0.995,0.75038,0.37631,0.3,0.329,0.09693,1.75769,9.19207,0.49652,0.90048,1.6172,0.00140864,0.00140864,0.00140864
450,807.772,0.92994,5.56951,1.26302,0.81139,1.29956,1,1,0.995,0.75898,0.38126,0.35,0.33449,0.1024,1.71011,8.80838,0.46854,0.93765,1.55649,0.00140732,0.00140732,0.00140732
451,809.399,1.31774,7.77892,1.6183,0.94928,1.46151,1,1,0.995,0.7503,0.37956,0.35,0.3255,0.11542,1.56386,7.57722,0.40289,0.88732,1.42565,0.001406,0.001406,0.001406
452,811.236,1.0534,7.42266,1.45857,0.85738,1.4063,1,1,0.995,0.78835,0.6,0.6,0.60159,0.19826,1.34043,6.88444,0.36925,0.77975,1.27757,0.00140468,0.00140468,0.00140468
453,812.915,1.00447,6.4168,1.30673,0.83795,1.36376,1,1,0.995,0.78835,0.6,0.6,0.60159,0.19826,1.34043,6.88444,0.36925,0.77975,1.27757,0.00140336,0.00140336,0.00140336
454,814.692,1.13195,7.11201,1.28769,0.99948,1.43506,1,1,0.995,0.7958,0.66514,0.6,0.62455,0.19625,1.19664,6.60345,0.3551,0.67313,1.19068,0.00140204,0.00140204,0.00140204
455,816.123,1.02939,7.40063,1.54145,0.91953,1.36143,1,1,0.995,0.779,0.67213,0.6,0.60069,0.19116,1.14386,6.5997,0.33612,0.5803,1.16,0.00140072,0.00140072,0.00140072
456,817.783,0.9714,6.95414,1.37504,0.82728,1.27772,1,0.95,0.975,0.76305,0.68048,0.6,0.57572,0.17555,1.15472,6.64312,0.31571,0.57737,1.17255,0.0013994,0.0013994,0.0013994
457,819.833,1.07886,7.57956,1.43073,1.02142,1.4495,1,0.95,0.975,0.76305,0.68048,0.6,0.57572,0.17555,1.15472,6.64312,0.31571,0.57737,1.17255,0.00139808,0.00139808,0.00139808
458,821.562,1.04168,6.77962,1.34233,0.81094,1.28923,1,0.95,0.975,0.74981,0.58636,0.5,0.49921,0.17858,1.19533,6.63619,0.30514,0.5928,1.19661,0.00139676,0.00139676,0.00139676
459,823.138,1.01951,7.5371,1.20604,0.82923,1.30506,1,0.95,0.975,0.75882,0.57895,0.55,0.54282,0.17402,1.2782,6.77251,0.2801,0.60453,1.24305,0.00139544,0.00139544,0.00139544
460,824.985,0.89991,7.64317,1.36287,0.75367,1.23884,1,0.95,0.975,0.74569,0.59594,0.5,0.51498,0.15921,1.33282,6.78858,0.27397,0.6349,1.28391,0.00139412,0.00139412,0.00139412
461,826.82,0.96274,7.0363,1.34616,0.74027,1.35231,1,0.95,0.975,0.74569,0.59594,0.5,0.51498,0.15921,1.33282,6.78858,0.27397,0.6349,1.28391,0.0013928,0.0013928,0.0013928
462,828.461,0.88966,6.84883,1.29614,0.86421,1.36943,1,0.95,0.975,0.73022,0.6194,0.55,0.53282,0.17352,1.31932,6.60203,0.27537,0.64575,1.28036,0.00139148,0.00139148,0.00139148
463,830.138,1.04758,7.01901,1.49755,0.94807,1.33782,1,0.95,0.975,0.71863,0.57895,0.55,0.55114,0.21599,1.3546,6.38117,0.28929,0.66351,1.3052,0.00139016,0.00139016,0.00139016
464,832.171,0.836,6.73517,1.32543,0.71856,1.30309,1,1,0.995,0.69813,0.6,0.6,0.56508,0.19143,1.46422,6.26663,0.29433,0.69215,1.36954,0.00138884,0.00138884,0.00138884
465,833.889,0.98257,6.1531,1.14841,0.72336,1.29806,1,1,0.995,0.69813,0.6,0.6,0.56508,0.19143,1.46422,6.26663,0.29433,0.69215,1.36954,0.00138752,0.00138752,0.00138752
466,835.57,1.42611,6.68138,1.19209,1.05774,1.51943,1,1,0.995,0.71769,0.75,0.75,0.70048,0.18777,1.48783,6.132,0.2934,0.67629,1.37639,0.0013862,0.0013862,0.0013862
467,837.565,0.79388,7.86566,1.41876,0.65786,1.22866,1,1,0.995,0.71342,0.75,0.75,0.69795,0.17246,1.38075,6.08849,0.29804,0.67512,1.29548,0.00138488,0.00138488,0.00138488
468,839.018,1.00254,7.52543,1.45541,0.81247,1.29578,1,1,0.995,0.71268,0.7,0.7,0.60933,0.16489,1.31795,6.17794,0.29337,0.66152,1.25217,0.00138356,0.00138356,0.00138356
469,840.499,0.73315,6.75865,1.01319,0.61186,1.26742,1,1,0.995,0.71268,0.7,0.7,0.60933,0.16489,1.31795,6.17794,0.29337,0.66152,1.25217,0.00138224,0.00138224,0.00138224
470,841.984,0.98174,5.79128,1.19194,0.8542,1.30356,1,1,0.995,0.72179,0.75,0.75,0.67556,0.17665,1.25992,6.34824,0.26916,0.69246,1.22077,0.00138092,0.00138092,0.00138092
471,843.831,0.84167,6.59256,1.4697,0.64805,1.23546,1,1,0.995,0.73949,0.65,0.65,0.60063,0.16635,1.26738,6.84088,0.24156,0.72915,1.22594,0.0013796,0.0013796,0.0013796
472,845.452,1.0596,7.08091,1.34744,0.89139,1.35675,1,1,0.995,0.73687,0.6,0.6,0.52489,0.1268,1.36963,7.39197,0.2248,0.75304,1.28448,0.00137828,0.00137828,0.00137828
473,846.918,1.06026,7.10544,1.2732,0.80052,1.29527,1,1,0.995,0.73687,0.6,0.6,0.52489,0.1268,1.36963,7.39197,0.2248,0.75304,1.28448,0.00137696,0.00137696,0.00137696
474,848.676,1.18216,6.1609,1.33702,0.83674,1.49653,1,1,0.995,0.73778,0.5,0.5,0.41397,0.09382,1.43155,7.85596,0.21604,0.80167,1.32246,0.00137564,0.00137564,0.00137564
