epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1138,2287.8,0.89558,5.32644,1.22396,0.58425,1.23039,1,1,0.995,0.82595,1,1,0.995,0.49763,0.93037,3.82313,0.21527,0.43748,1.00061,0.00049916,0.00049916,0.00049916
1139,2289.89,0.74935,4.48843,1.31211,0.57871,1.15685,1,1,0.995,0.82424,1,1,0.995,0.50622,0.94154,3.79867,0.21377,0.42965,1.00681,0.00049784,0.00049784,0.00049784
1140,2292.86,0.77384,4.94936,1.16882,0.49769,1.22775,1,1,0.995,0.81763,1,1,0.995,0.51038,0.94903,3.7702,0.21174,0.42525,1.01049,0.00049652,0.00049652,0.00049652
1141,2294.69,0.68698,5.86615,1.36943,0.54295,1.13863,1,1,0.995,0.81763,1,1,0.995,0.51038,0.94903,3.7702,0.21174,0.42525,1.01049,0.0004952,0.0004952,0.0004952
1142,2297.1,0.58445,4.90693,1.31805,0.40632,1.12155,1,1,0.995,0.80914,1,1,0.995,0.50253,0.96861,3.78158,0.20799,0.42699,1.02113,0.00049388,0.00049388,0.00049388
1143,2299.05,0.92469,4.28319,1.10295,0.71929,1.24627,1,1,0.995,0.80481,1,1,0.995,0.50915,0.98122,3.7916,0.20702,0.42516,1.02768,0.00049256,0.00049256,0.00049256
1144,2300.61,1.06766,5.51096,1.14101,0.7567,1.2464,1,1,0.995,0.80394,1,1,0.995,0.51399,1.01151,3.83574,0.2015,0.448,1.04785,0.00049124,0.00049124,0.00049124
1145,2302.56,0.72134,4.35466,1.0392,0.56779,1.17376,1,1,0.995,0.80394,1,1,0.995,0.51399,1.01151,3.83574,0.2015,0.448,1.04785,0.00048992,0.00048992,0.00048992
1146,2304.77,0.85725,6.70651,1.02775,0.58245,1.16897,1,1,0.995,0.80447,1,1,0.995,0.52194,1.03551,3.85768,0.19861,0.46183,1.06366,0.0004886,0.0004886,0.0004886
1147,2306.64,0.91311,4.11198,1.00849,0.68451,1.21212,1,1,0.995,0.80832,1,1,0.995,0.53652,1.00912,3.84065,0.19627,0.45516,1.04726,0.00048728,0.00048728,0.00048728
1148,2309.11,0.83729,5.75137,1.14987,0.6365,1.23106,1,1,0.995,0.8104,1,1,0.995,0.53108,0.98126,3.827,0.18822,0.44074,1.02926,0.00048596,0.00048596,0.00048596
1149,2310.91,0.74212,4.6405,1.20343,0.55745,1.19162,1,1,0.995,0.8104,1,1,0.995,0.53108,0.98126,3.827,0.18822,0.44074,1.02926,0.00048464,0.00048464,0.00048464
1150,2313.57,0.6575,5.33945,1.18479,0.53494,1.15148,1,1,0.995,0.81824,1,1,0.995,0.53888,0.96166,3.81519,0.18387,0.43345,1.01749,0.00048332,0.00048332,0.00048332
1151,2316.01,0.7013,4.86244,0.96322,0.49573,1.16767,1,1,0.995,0.81859,1,1,0.995,0.54136,0.93913,3.81035,0.17676,0.42466,1.00623,0.000482,0.000482,0.000482
1152,2318.68,0.81156,4.36988,1.1763,0.59043,1.22527,1,1,0.995,0.8209,1,1,0.995,0.53389,0.91939,3.80132,0.17309,0.4255,0.99857,0.00048068,0.00048068,0.00048068
1153,2321.05,0.63012,4.51595,1.05804,0.56601,1.12194,1,1,0.995,0.8209,1,1,0.995,0.53389,0.91939,3.80132,0.17309,0.4255,0.99857,0.00047936,0.00047936,0.00047936
1154,2323.24,0.7469,5.90995,1.47205,0.61755,1.26223,1,1,0.995,0.82335,1,1,0.995,0.51715,0.89186,3.78797,0.16985,0.42034,0.98733,0.00047804,0.00047804,0.00047804
1155,2325.9,0.68631,5.87251,1.23529,0.51065,1.12987,1,1,0.995,0.82191,1,1,0.995,0.50178,0.87082,3.76378,0.1689,0.4236,0.97869,0.00047672,0.00047672,0.00047672
1156,2327.9,0.97327,6.39772,1.2381,0.66203,1.22657,1,1,0.995,0.82073,1,1,0.995,0.51215,0.85272,3.77171,0.1684,0.42988,0.96917,0.0004754,0.0004754,0.0004754
1157,2330.34,0.6919,4.52385,1.21693,0.49568,1.17121,1,1,0.995,0.82073,1,1,0.995,0.51215,0.85272,3.77171,0.1684,0.42988,0.96917,0.00047408,0.00047408,0.00047408
1158,2332.16,0.79899,5.80948,1.19247,0.61812,1.18159,1,1,0.995,0.83472,1,1,0.995,0.49343,0.84067,3.79102,0.16789,0.42684,0.96286,0.00047276,0.00047276,0.00047276
1159,2334.73,1.09523,7.08247,1.45691,0.74515,1.28379,1,1,0.995,0.83686,1,1,0.995,0.50701,0.84809,3.8041,0.16761,0.44342,0.96493,0.00047144,0.00047144,0.00047144
1160,2336.84,0.75252,5.11948,1.10566,0.63162,1.20045,1,1,0.995,0.84313,1,1,0.995,0.50237,0.88655,3.8942,0.16253,0.43299,0.98438,0.00047012,0.00047012,0.00047012
1161,2339.55,0.76204,5.1434,1.07535,0.55463,1.23259,1,1,0.995,0.84313,1,1,0.995,0.50237,0.88655,3.8942,0.16253,0.43299,0.98438,0.0004688,0.0004688,0.0004688
1162,2341.38,0.94381,4.79001,0.95899,0.68389,1.21665,1,1,0.995,0.84,1,1,0.995,0.51211,0.8999,3.92307,0.15747,0.4189,0.99101,0.00046748,0.00046748,0.00046748
1163,2343.75,0.71942,4.59628,1.05687,0.56504,1.19716,1,1,0.995,0.81503,1,1,0.995,0.53104,0.91379,3.91789,0.15674,0.4005,0.99557,0.00046616,0.00046616,0.00046616
1164,2346.05,0.97265,6.96498,1.33891,0.69521,1.23912,1,0.95,0.975,0.79546,1,0.95,0.975,0.50621,0.92229,3.90926,0.15606,0.39943,0.99583,0.00046484,0.00046484,0.00046484
1165,2348.45,0.80015,4.95212,1.26664,0.57317,1.18348,1,0.95,0.975,0.79546,1,0.95,0.975,0.50621,0.92229,3.90926,0.15606,0.39943,0.99583,0.00046352,0.00046352,0.00046352
1166,2350.7,0.82376,4.87634,1.32438,0.60501,1.16562,1,0.95,0.975,0.79686,1,0.95,0.975,0.49328,0.91024,3.91976,0.15808,0.40494,0.98933,0.0004622,0.0004622,0.0004622
1167,2353.36,0.92372,4.85635,1.30022,0.61104,1.34327,1,0.95,0.975,0.81303,1,0.95,0.975,0.46225,0.89039,3.90409,0.1613,0.40964,0.97858,0.00046088,0.00046088,0.00046088
1168,2355.95,0.97045,4.23819,1.22453,0.71268,1.40005,1,1,0.995,0.819,1,1,0.995,0.50856,0.87479,3.88692,0.1577,0.405,0.97565,0.00045956,0.00045956,0.00045956
1169,2357.86,0.8372,5.30587,1.11005,0.70432,1.18266,1,1,0.995,0.819,1,1,0.995,0.50856,0.87479,3.88692,0.1577,0.405,0.97565,0.00045824,0.00045824,0.00045824
1170,2360.33,0.77225,5.22424,1.07922,0.59233,1.17953,1,1,0.995,0.81381,1,1,0.995,0.50783,0.87835,3.90453,0.15706,0.40714,0.97796,0.00045692,0.00045692,0.00045692
1171,2362.84,0.70501,5.25102,1.35338,0.49601,1.23554,1,1,0.995,0.81275,1,1,0.995,0.48991,0.89039,3.91613,0.16105,0.40736,0.98512,0.0004556,0.0004556,0.0004556
1172,2365.58,0.72805,4.35292,1.11614,0.5478,1.21823,1,1,0.995,0.80822,1,1,0.995,0.48143,0.91622,3.88053,0.16293,0.4204,1.00042,0.00045428,0.00045428,0.00045428
1173,2367.8,0.81167,6.13916,1.20123,0.56511,1.13433,1,1,0.995,0.80822,1,1,0.995,0.48143,0.91622,3.88053,0.16293,0.4204,1.00042,0.00045296,0.00045296,0.00045296
1174,2370.66,0.81262,5.6623,1.12373,0.64149,1.25188,1,1,0.995,0.80444,1,1,0.995,0.50424,0.93655,3.83902,0.16573,0.42114,1.01238,0.00045164,0.00045164,0.00045164
1175,2372.76,0.72788,4.93354,1.22897,0.57506,1.1354,1,1,0.995,0.80559,1,1,0.995,0.50197,0.92645,3.78883,0.16689,0.44685,1.00866,0.00045032,0.00045032,0.00045032
1176,2374.78,0.57223,4.87121,1.28674,0.42323,1.13807,1,1,0.995,0.80838,1,1,0.995,0.49507,0.92598,3.74833,0.17503,0.44957,1.01059,0.000449,0.000449,0.000449
1177,2376.96,0.58928,4.56849,1.07074,0.51392,1.12066,1,1,0.995,0.80838,1,1,0.995,0.49507,0.92598,3.74833,0.17503,0.44957,1.01059,0.00044768,0.00044768,0.00044768
1178,2379.08,0.6539,5.66465,1.29951,0.52484,1.18918,1,1,0.995,0.81296,1,1,0.995,0.50356,0.93262,3.72072,0.18334,0.45411,1.0173,0.00044636,0.00044636,0.00044636
1179,2380.95,1.01962,5.09852,1.28935,0.7313,1.30449,1,1,0.995,0.81589,1,1,0.995,0.48866,0.95532,3.71677,0.18901,0.48951,1.02934,0.00044504,0.00044504,0.00044504
1180,2383.35,0.59041,4.85603,1.03547,0.47137,1.10199,1,1,0.995,0.81526,1,1,0.995,0.50048,0.98961,3.74482,0.19247,0.5083,1.04519,0.00044372,0.00044372,0.00044372
1181,2385.04,1.01844,4.69997,1.02216,0.73157,1.30856,1,1,0.995,0.81526,1,1,0.995,0.50048,0.98961,3.74482,0.19247,0.5083,1.04519,0.0004424,0.0004424,0.0004424
1182,2387.36,0.75213,6.05663,1.34154,0.50929,1.20231,1,1,0.995,0.81467,1,1,0.995,0.48958,1.01549,3.80263,0.19335,0.5284,1.05933,0.00044108,0.00044108,0.00044108
1183,2389.83,0.67767,5.13688,1.23985,0.48587,1.10295,1,1,0.995,0.81499,1,1,0.995,0.49394,1.0167,3.82234,0.19059,0.52581,1.05938,0.00043976,0.00043976,0.00043976
1184,2392.38,0.82583,5.75358,1.28952,0.57489,1.23999,1,1,0.995,0.81715,1,1,0.995,0.48904,1.00369,3.85169,0.18865,0.52089,1.04661,0.00043844,0.00043844,0.00043844
1185,2394.86,0.77044,4.31413,1.04181,0.578,1.24068,1,1,0.995,0.81715,1,1,0.995,0.48904,1.00369,3.85169,0.18865,0.52089,1.04661,0.00043712,0.00043712,0.00043712
1186,2397.51,0.64333,4.74626,1.12675,0.54161,1.16837,1,1,0.995,0.82003,1,1,0.995,0.4917,0.97712,3.85888,0.18574,0.50683,1.02722,0.0004358,0.0004358,0.0004358
1187,2399.87,0.76213,6.97033,1.55582,0.56989,1.15804,1,1,0.995,0.82199,1,1,0.995,0.48138,0.95677,3.8519,0.18289,0.49118,1.0119,0.00043448,0.00043448,0.00043448
1188,2402.26,0.72118,5.18424,1.20886,0.54954,1.10899,1,1,0.995,0.81467,1,1,0.995,0.48526,0.95969,3.82648,0.18048,0.45486,1.00931,0.00043316,0.00043316,0.00043316
1189,2404.12,0.62368,5.03303,1.00783,0.6069,1.13768,1,1,0.995,0.81467,1,1,0.995,0.48526,0.95969,3.82648,0.18048,0.45486,1.00931,0.00043184,0.00043184,0.00043184
1190,2406.28,1.19557,6.40839,1.28835,0.95635,1.33697,1,1,0.995,0.8199,1,1,0.995,0.47038,0.96102,3.7606,0.18363,0.45128,1.00955,0.00043052,0.00043052,0.00043052
1191,2408.89,0.93661,4.30645,1.1117,0.64375,1.16791,1,1,0.995,0.81944,1,1,0.995,0.49458,0.9366,3.71462,0.17885,0.44891,0.99768,0.0004292,0.0004292,0.0004292
1192,2411.13,0.77693,5.21047,1.26784,0.61069,1.15588,1,1,0.995,0.82325,1,1,0.995,0.52369,0.90311,3.66883,0.18102,0.44748,0.98543,0.00042788,0.00042788,0.00042788
1193,2413.37,0.68325,4.82663,0.9985,0.5262,1.2208,1,1,0.995,0.82325,1,1,0.995,0.52369,0.90311,3.66883,0.18102,0.44748,0.98543,0.00042656,0.00042656,0.00042656
1194,2416.36,0.74735,4.57449,1.11706,0.55557,1.17785,1,1,0.995,0.82479,1,1,0.995,0.51938,0.87226,3.66192,0.18259,0.43502,0.97322,0.00042524,0.00042524,0.00042524
1195,2418.71,0.90424,4.02328,1.06833,0.61617,1.23234,1,1,0.995,0.82356,1,1,0.995,0.50271,0.86145,3.66967,0.18865,0.41915,0.96223,0.00042392,0.00042392,0.00042392
1196,2420.82,0.73925,3.95773,1.2212,0.52114,1.19748,1,1,0.995,0.82425,1,1,0.995,0.51425,0.85102,3.69574,0.19215,0.42915,0.95568,0.0004226,0.0004226,0.0004226
1197,2422.82,0.763,5.18141,1.31483,0.58071,1.15917,1,1,0.995,0.82425,1,1,0.995,0.51425,0.85102,3.69574,0.19215,0.42915,0.95568,0.00042128,0.00042128,0.00042128
1198,2424.98,0.61386,3.8808,0.99523,0.5253,1.13614,1,1,0.995,0.82508,1,1,0.995,0.49502,0.86669,3.76401,0.19463,0.45593,0.96265,0.00041996,0.00041996,0.00041996
1199,2427.33,0.60981,4.52185,1.06609,0.42429,1.11966,1,1,0.995,0.81834,1,1,0.995,0.52149,0.8697,3.80595,0.20249,0.45595,0.96588,0.00041864,0.00041864,0.00041864
1200,2429.83,0.536,4.42691,0.9895,0.42782,1.12864,1,1,0.995,0.82076,1,1,0.995,0.51,0.88157,3.83666,0.20159,0.44996,0.97524,0.00041732,0.00041732,0.00041732
1201,2432.18,0.70293,5.26221,1.27217,0.51078,1.12861,1,1,0.995,0.82076,1,1,0.995,0.51,0.88157,3.83666,0.20159,0.44996,0.97524,0.000416,0.000416,0.000416
1202,2434,0.89648,6.40737,1.36282,0.60818,1.24688,1,1,0.995,0.83852,1,1,0.995,0.52771,0.90336,3.86853,0.20074,0.45912,0.98942,0.00041468,0.00041468,0.00041468
1203,2436.42,0.92205,4.83644,1.13684,0.61369,1.21393,1,1,0.995,0.82931,1,1,0.995,0.53734,0.94579,3.90223,0.19194,0.49091,1.0136,0.00041336,0.00041336,0.00041336
1204,2438.51,0.71207,4.75193,0.96483,0.5401,1.12174,1,1,0.995,0.82033,1,1,0.995,0.54768,0.97457,3.90729,0.18458,0.50377,1.03279,0.00041204,0.00041204,0.00041204
1205,2440.77,0.50367,4.59732,0.86967,0.43012,1.07756,1,1,0.995,0.82033,1,1,0.995,0.54768,0.97457,3.90729,0.18458,0.50377,1.03279,0.00041072,0.00041072,0.00041072
1206,2443.18,0.73467,5.18601,1.17969,0.59845,1.2283,1,1,0.995,0.81267,1,1,0.995,0.53873,1.00044,3.89407,0.17888,0.50439,1.05143,0.0004094,0.0004094,0.0004094
1207,2445.24,0.89095,4.86229,1.10609,0.58677,1.21571,1,1,0.995,0.81595,1,1,0.995,0.52471,1.02166,3.82888,0.17191,0.49275,1.06714,0.00040808,0.00040808,0.00040808
1208,2447.06,0.92224,6.31614,1.3395,0.65375,1.15233,1,1,0.995,0.81614,1,1,0.995,0.5247,1.01992,3.76456,0.16638,0.48941,1.06506,0.00040676,0.00040676,0.00040676
1209,2448.87,0.72582,4.63022,1.0157,0.53391,1.10979,1,1,0.995,0.81614,1,1,0.995,0.5247,1.01992,3.76456,0.16638,0.48941,1.06506,0.00040544,0.00040544,0.00040544
1210,2451.02,0.5051,4.97158,1.23882,0.37254,1.11363,1,1,0.995,0.81067,1,1,0.995,0.5268,0.99671,3.71303,0.159,0.48344,1.05106,0.00040412,0.00040412,0.00040412
1211,2452.92,0.78057,5.29298,1.184,0.58204,1.15565,1,1,0.995,0.83292,1,1,0.995,0.53411,0.96327,3.68398,0.1563,0.46959,1.02748,0.0004028,0.0004028,0.0004028
1212,2455.36,0.77239,4.7769,1.28774,0.53133,1.25955,1,1,0.995,0.83124,1,1,0.995,0.5151,0.95241,3.67807,0.14748,0.46333,1.01693,0.00040148,0.00040148,0.00040148
1213,2457.86,0.7715,5.73964,1.15976,0.5474,1.18313,1,1,0.995,0.83124,1,1,0.995,0.5151,0.95241,3.67807,0.14748,0.46333,1.01693,0.00040016,0.00040016,0.00040016
1214,2459.99,0.71297,5.4915,1.11415,0.53126,1.15599,1,1,0.995,0.841,1,1,0.995,0.51503,0.92367,3.68794,0.1465,0.45037,0.99563,0.00039884,0.00039884,0.00039884
1215,2462.23,0.59981,5.60325,1.12694,0.52357,1.11592,1,1,0.995,0.84855,1,1,0.995,0.51269,0.9085,3.70436,0.15121,0.43864,0.98282,0.00039752,0.00039752,0.00039752
1216,2464.17,0.54305,6.11776,1.05119,0.45058,1.08441,1,1,0.995,0.85922,1,1,0.995,0.5032,0.90309,3.73481,0.15778,0.43184,0.97634,0.0003962,0.0003962,0.0003962
1217,2466.11,0.71598,5.05696,1.29184,0.53607,1.13175,1,1,0.995,0.85922,1,1,0.995,0.5032,0.90309,3.73481,0.15778,0.43184,0.97634,0.00039488,0.00039488,0.00039488
1218,2468.2,0.83103,5.01805,1.21009,0.66647,1.21028,1,1,0.995,0.86229,1,1,0.995,0.4866,0.89835,3.76609,0.16421,0.42869,0.97192,0.00039356,0.00039356,0.00039356
1219,2471.15,0.69242,4.76526,0.98735,0.47595,1.11665,1,1,0.995,0.85183,1,1,0.995,0.47087,0.8993,3.76939,0.16776,0.42988,0.9733,0.00039224,0.00039224,0.00039224
1220,2473.53,0.8208,5.20802,1.35856,0.696,1.20313,1,1,0.995,0.842,1,1,0.995,0.47203,0.89644,3.76693,0.16776,0.43651,0.97075,0.00039092,0.00039092,0.00039092
1221,2476.26,0.57047,4.6543,1.19181,0.43547,1.12126,1,1,0.995,0.842,1,1,0.995,0.47203,0.89644,3.76693,0.16776,0.43651,0.97075,0.0003896,0.0003896,0.0003896
1222,2478.83,0.72784,4.63226,1.13261,0.5797,1.13323,1,1,0.995,0.84926,1,1,0.995,0.46655,0.88693,3.7591,0.17107,0.43271,0.9663,0.00038828,0.00038828,0.00038828
1223,2481.08,0.848,6.44602,1.20265,0.62816,1.15523,1,1,0.995,0.84651,1,1,0.995,0.46831,0.87487,3.73385,0.17681,0.43564,0.96063,0.00038696,0.00038696,0.00038696
1224,2483.52,1.14948,4.45159,1.24803,0.7842,1.3706,1,1,0.995,0.85212,0.95,0.95,0.9635,0.45688,0.86983,3.74883,0.18392,0.4346,0.96187,0.00038564,0.00038564,0.00038564
1225,2485.66,0.74254,4.23635,0.98113,0.57764,1.17891,1,1,0.995,0.85212,0.95,0.95,0.9635,0.45688,0.86983,3.74883,0.18392,0.4346,0.96187,0.00038432,0.00038432,0.00038432
1226,2488.14,0.68818,6.21837,1.13364,0.4688,1.14778,1,1,0.995,0.85609,0.95,0.95,0.9635,0.46932,0.84994,3.76274,0.18953,0.43278,0.95737,0.000383,0.000383,0.000383
1227,2490.13,0.8538,5.61693,1.3292,0.70198,1.23432,1,1,0.995,0.85749,0.95,0.95,0.961,0.46785,0.83748,3.78745,0.18583,0.43062,0.95567,0.00038168,0.00038168,0.00038168
1228,2492.53,0.97229,5.48673,1.25463,0.61558,1.37947,1,1,0.995,0.84761,0.95,0.95,0.9585,0.48153,0.83832,3.80883,0.18297,0.42195,0.96019,0.00038036,0.00038036,0.00038036
1229,2494.75,0.66765,5.03619,1.22981,0.42634,1.10131,1,1,0.995,0.84761,0.95,0.95,0.9585,0.48153,0.83832,3.80883,0.18297,0.42195,0.96019,0.00037904,0.00037904,0.00037904
1230,2497.27,0.8192,4.54523,1.15212,0.58284,1.23843,1,1,0.995,0.84267,0.95,0.95,0.956,0.48393,0.83115,3.81401,0.18203,0.41204,0.95915,0.00037772,0.00037772,0.00037772
1231,2499.64,0.72577,5.50698,1.11417,0.57631,1.17679,1,1,0.995,0.846,1,1,0.995,0.50419,0.82594,3.81604,0.18077,0.42921,0.96023,0.0003764,0.0003764,0.0003764
1232,2501.98,0.89921,4.08308,1.27307,0.6272,1.33412,1,1,0.995,0.84906,1,1,0.995,0.49229,0.83032,3.81431,0.17687,0.42675,0.96344,0.00037508,0.00037508,0.00037508
1233,2504.43,0.75029,4.8398,1.08771,0.57325,1.19764,1,1,0.995,0.84906,1,1,0.995,0.49229,0.83032,3.81431,0.17687,0.42675,0.96344,0.00037376,0.00037376,0.00037376
1234,2506.87,0.71393,5.17006,1.30934,0.5136,1.13176,1,1,0.995,0.8368,0.95,0.95,0.946,0.48708,0.83721,3.81279,0.17546,0.4323,0.96789,0.00037244,0.00037244,0.00037244
1235,2509.05,0.87842,5.0313,1.37742,0.53416,1.15768,1,1,0.995,0.83782,0.95,0.95,0.946,0.4907,0.84925,3.79279,0.17309,0.43826,0.97453,0.00037112,0.00037112,0.00037112
1236,2511.13,0.84167,5.43301,1.0839,0.63047,1.17741,1,1,0.995,0.83098,0.95,0.95,0.9435,0.49856,0.86895,3.76226,0.17249,0.45312,0.98354,0.0003698,0.0003698,0.0003698
1237,2513.18,0.58596,5.56614,1.09726,0.48153,1.12504,1,1,0.995,0.83098,0.95,0.95,0.9435,0.49856,0.86895,3.76226,0.17249,0.45312,0.98354,0.00036848,0.00036848,0.00036848
1238,2515.29,0.83511,5.65654,1.34504,0.56061,1.22916,1,1,0.995,0.82441,0.95,0.95,0.946,0.49593,0.88618,3.73723,0.17592,0.45834,0.99119,0.00036716,0.00036716,0.00036716
1239,2517.45,0.92034,4.6946,1.04602,0.7208,1.22541,1,1,0.995,0.82061,1,1,0.995,0.50844,0.89882,3.72251,0.17834,0.46183,0.99722,0.00036584,0.00036584,0.00036584
1240,2520.18,0.74927,4.18766,0.89462,0.51654,1.15927,1,1,0.995,0.82606,1,1,0.995,0.5215,0.88333,3.69309,0.17821,0.45271,0.9885,0.00036452,0.00036452,0.00036452
1241,2522.86,1.01472,4.60038,1.14779,0.83426,1.31987,1,1,0.995,0.82606,1,1,0.995,0.5215,0.88333,3.69309,0.17821,0.45271,0.9885,0.0003632,0.0003632,0.0003632
1242,2525.94,0.85641,5.11094,1.05487,0.59988,1.21809,1,1,0.995,0.8295,1,1,0.995,0.51733,0.85937,3.68301,0.17145,0.44233,0.973,0.00036188,0.00036188,0.00036188
1243,2528.25,0.68441,5.65206,0.99913,0.52884,1.0773,1,1,0.995,0.83632,1,1,0.995,0.51242,0.82976,3.6922,0.16666,0.43233,0.95532,0.00036056,0.00036056,0.00036056
1244,2530.72,0.79938,5.15974,0.96384,0.60916,1.20987,1,1,0.995,0.8411,1,1,0.995,0.50208,0.78756,3.70157,0.16821,0.42323,0.93168,0.00035924,0.00035924,0.00035924
1245,2532.63,0.83796,4.56073,1.13074,0.55247,1.16558,1,1,0.995,0.8411,1,1,0.995,0.50208,0.78756,3.70157,0.16821,0.42323,0.93168,0.00035792,0.00035792,0.00035792
1246,2535.08,0.53589,5.50704,1.19602,0.44771,1.10466,1,1,0.995,0.85956,1,1,0.995,0.49644,0.74584,3.7024,0.16999,0.4026,0.90968,0.0003566,0.0003566,0.0003566
1247,2537.44,0.65298,4.65195,1.15014,0.53206,1.15594,1,1,0.995,0.86554,1,1,0.995,0.49547,0.71213,3.68541,0.17298,0.39272,0.8939,0.00035528,0.00035528,0.00035528
1248,2539.98,0.59941,6.42128,1.17319,0.47328,1.19349,1,1,0.995,0.84979,1,1,0.995,0.47543,0.70607,3.67746,0.17559,0.38331,0.89075,0.00035396,0.00035396,0.00035396
1249,2541.99,0.87762,4.65458,1.40973,0.61571,1.22343,1,1,0.995,0.84979,1,1,0.995,0.47543,0.70607,3.67746,0.17559,0.38331,0.89075,0.00035264,0.00035264,0.00035264
1250,2543.99,0.97732,5.69598,1.36078,0.72655,1.24604,1,1,0.995,0.84767,1,1,0.995,0.48416,0.72308,3.66885,0.17448,0.38849,0.89687,0.00035132,0.00035132,0.00035132
1251,2546.41,0.46723,4.90209,1.21982,0.40751,1.07087,1,1,0.995,0.83666,1,1,0.995,0.47995,0.74872,3.66895,0.17683,0.39787,0.90599,0.00035,0.00035,0.00035
1252,2548.77,0.73399,4.61415,1.10031,0.58661,1.16473,1,1,0.995,0.85025,1,1,0.995,0.515,0.77527,3.67947,0.18606,0.40785,0.9167,0.00034868,0.00034868,0.00034868
1253,2550.77,0.80158,5.26527,1.28057,0.54374,1.23374,1,1,0.995,0.85025,1,1,0.995,0.515,0.77527,3.67947,0.18606,0.40785,0.9167,0.00034736,0.00034736,0.00034736
1254,2552.87,0.68309,5.37122,1.24825,0.51433,1.1313,1,1,0.995,0.83747,1,1,0.995,0.52015,0.81842,3.69831,0.19032,0.41632,0.93454,0.00034604,0.00034604,0.00034604
1255,2555.15,0.90869,5.32039,1.16903,0.77595,1.25975,1,1,0.995,0.82148,1,1,0.995,0.49248,0.85492,3.72726,0.19243,0.43223,0.95213,0.00034472,0.00034472,0.00034472
1256,2558.13,0.69455,5.25595,1.19977,0.49985,1.16605,1,1,0.995,0.82026,0.95,0.95,0.956,0.5008,0.89304,3.76785,0.18997,0.44237,0.97149,0.0003434,0.0003434,0.0003434
1257,2561.01,0.5466,4.60557,1.2369,0.42091,1.09938,1,1,0.995,0.82026,0.95,0.95,0.956,0.5008,0.89304,3.76785,0.18997,0.44237,0.97149,0.00034208,0.00034208,0.00034208
1258,2563.08,0.76774,5.53783,1.21954,0.5476,1.13084,1,1,0.995,0.82199,0.95,0.95,0.956,0.49528,0.91711,3.78374,0.19311,0.44246,0.98557,0.00034076,0.00034076,0.00034076
1259,2565.07,0.86288,5.69931,1.16006,0.60868,1.2666,1,1,0.995,0.82144,0.95,0.95,0.956,0.49882,0.9383,3.81242,0.19777,0.44914,0.99924,0.00033944,0.00033944,0.00033944
1260,2567.15,0.83544,5.85595,1.2183,0.66359,1.14135,1,1,0.995,0.82144,0.95,0.95,0.9585,0.49968,0.96894,3.8429,0.1999,0.4606,1.01885,0.00033812,0.00033812,0.00033812
1261,2569.95,0.80089,5.21107,1.40125,0.57622,1.16514,1,1,0.995,0.82144,0.95,0.95,0.9585,0.49968,0.96894,3.8429,0.1999,0.4606,1.01885,0.0003368,0.0003368,0.0003368
1262,2572.9,0.73338,6.49779,1.37286,0.51379,1.12268,1,1,0.995,0.82158,0.95,0.95,0.9585,0.49389,0.98063,3.86096,0.19569,0.46098,1.02785,0.00033548,0.00033548,0.00033548
1263,2575.67,0.92832,5.98416,1.32931,0.68872,1.24431,1,1,0.995,0.82255,0.95,0.95,0.956,0.488,0.97995,3.85549,0.19187,0.468,1.02948,0.00033416,0.00033416,0.00033416
1264,2578.53,0.74676,4.44556,1.15057,0.52929,1.16075,1,1,0.995,0.82309,0.95,0.95,0.956,0.48717,0.95897,3.8288,0.19277,0.4619,1.01794,0.00033284,0.00033284,0.00033284
1265,2580.67,0.79153,4.09351,1.08378,0.69131,1.19932,1,1,0.995,0.82309,0.95,0.95,0.956,0.48717,0.95897,3.8288,0.19277,0.4619,1.01794,0.00033152,0.00033152,0.00033152
1266,2583.17,0.69345,4.79561,1.23687,0.531,1.18103,1,1,0.995,0.82373,0.95,0.95,0.956,0.47814,0.94569,3.78998,0.19565,0.46192,1.01222,0.0003302,0.0003302,0.0003302
1267,2585.08,0.72807,5.99115,1.22132,0.54513,1.13432,1,1,0.995,0.81795,0.95,0.95,0.956,0.49279,0.93294,3.75584,0.1969,0.45821,1.00679,0.00032888,0.00032888,0.00032888
1268,2587.12,1.10215,5.70485,1.35391,0.78433,1.33679,1,1,0.995,0.81832,0.95,0.95,0.956,0.4984,0.92858,3.70801,0.19424,0.45433,1.00487,0.00032756,0.00032756,0.00032756
1269,2589.36,0.95748,4.97425,1.31356,0.60643,1.31484,1,1,0.995,0.81832,0.95,0.95,0.956,0.4984,0.92858,3.70801,0.19424,0.45433,1.00487,0.00032624,0.00032624,0.00032624
1270,2591.77,0.9834,5.71641,1.18603,0.60223,1.28819,1,1,0.995,0.81772,0.95,0.95,0.956,0.49769,0.92031,3.67916,0.19104,0.45358,0.99893,0.00032492,0.00032492,0.00032492
1271,2594.34,0.78889,4.17295,1.25036,0.58632,1.22515,1,1,0.995,0.82148,1,1,0.995,0.51645,0.89555,3.65103,0.18874,0.44541,0.98267,0.0003236,0.0003236,0.0003236
